Geneid	DA1	DA1c	DA2	DA2c	DA3	DA3c	DB1	DB1c	DB2	DB2c	DB3	DB3c	DD1	DD1c	DD2	DD2c	DD3	DD3c
TSLP	208	28	110	37	120	49	123	417	134	313	113	63	167	23	115	37	237	26
ENSG00000253613	0	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0
WDR36	185	1348	143	1102	112	1139	68	4829	102	3858	123	2510	115	1948	92	3065	91	1497
ENSG00000250728	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RPS3AP21	51	1	33	6	28	6	18	23	32	15	33	14	16	2	22	2	26	9
CAMK4	38	264	38	219	73	260	27	922	48	771	39	497	27	307	24	465	45	385
ENSG00000288965	0	0	0	0	1	0	0	8	0	3	0	1	0	0	0	0	0	0
ENSG00000249318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248268	0	0	0	0	2	0	1	0	6	1	0	0	0	0	0	1	0	2
STARD4	125	293	88	238	77	359	70	2566	53	2120	53	926	65	542	55	1055	129	357
STARD4-AS1	1	57	6	53	7	43	2	192	2	198	0	104	0	58	3	134	12	106
HMGN1P13	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251099	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NREP	41	106	23	63	25	98	24	400	16	415	13	159	30	123	2	165	21	85
RN7SKP57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HMGN1P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NREP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4A	30	119	61	98	72	71	23	174	15	104	35	87	34	86	45	142	31	136
EPB41L4A-AS1	2760	290	1921	232	1933	226	1879	3585	1811	2265	1676	649	1785	243	1419	264	2132	170
SNORA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250882	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000251187	18	0	16	0	3	1	12	7	1	5	1	1	5	1	0	1	4	1
ENSG00000251076	2	0	11	0	5	0	11	4	3	0	2	1	1	0	5	0	4	2
ENSG00000248350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4A-DT	0	28	2	17	1	13	1	20	5	13	6	23	2	9	2	20	0	16
HMGB3P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02200	0	0	2	0	0	0	7	3	0	0	0	0	2	0	0	1	0	0
APC	360	830	296	919	210	798	190	3390	202	2579	225	1854	217	1819	147	2873	223	1504
CBX3P3	0	3	2	0	2	7	2	0	0	1	1	4	1	7	1	4	1	3
RNU6-482P	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258864	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SRP19	3395	606	2431	513	2484	511	2123	2353	2217	1622	2047	538	2345	454	1719	560	2761	483
REEP5	9415	1271	6769	947	6128	1138	5279	7097	5363	5147	4979	2008	5970	998	4400	1517	5415	785
XBP1P1	10	3	5	5	0	1	5	18	4	21	3	9	2	5	2	19	0	14
ZRSR2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCP2	844	1608	650	1718	678	1602	555	6362	502	6695	530	2671	758	2939	491	5103	667	2378
MCC	97	1172	95	895	65	894	61	2069	88	1628	87	1330	89	1541	46	2168	104	2137
ENSG00000232633	2	1	2	1	0	0	0	6	1	4	0	4	2	1	4	1	4	0
TSSK1B	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4ATAC13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YTHDC2	71	652	32	671	37	510	78	1908	33	1616	29	847	63	1048	45	2008	54	1091
ENSG00000286839	0	1	0	0	0	0	0	3	0	1	0	2	6	0	0	0	0	0
KCNN2	31	55	3	38	4	54	9	96	8	57	10	41	11	51	9	56	21	39
RN7SKP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246316	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1
LINC01957	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM36	458	188	355	148	307	181	208	946	260	664	243	372	311	128	230	256	297	173
TRIM36-IT1	2	0	0	3	0	2	3	11	2	16	1	0	3	4	3	9	2	4
ENSG00000249791	0	2	2	3	0	0	0	5	0	6	0	0	0	3	0	6	0	0
PGGT1B	196	372	131	374	112	418	96	2312	67	2009	73	617	115	390	77	971	133	298
ENSG00000271797	123	7	82	2	70	2	67	48	61	15	48	16	108	6	53	20	36	9
ENSG00000243304	0	6	0	7	0	5	5	12	0	5	0	3	1	5	0	5	7	6
CCDC112	252	344	317	298	241	291	363	462	260	299	280	210	276	156	183	176	251	182
HMGN1P15	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	5	0	8
ENSG00000289497	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2
CTNNA1P1	0	3	0	3	0	2	0	12	0	8	0	7	0	4	0	8	0	10
AK3P4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000249944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249433	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCT5P1	0	1	0	1	0	2	2	31	0	28	0	18	1	16	0	21	0	8
FEM1C	114	563	87	424	108	581	105	2609	100	2177	87	1759	135	480	82	949	125	445
TICAM2	1	0	0	4	0	3	2	7	0	9	4	6	0	2	1	3	7	3
TMED7-TICAM2	33	4	23	13	25	9	9	73	17	45	16	24	23	14	8	26	17	26
TICAM2-AS1	41	5	25	9	36	18	50	77	62	67	43	28	54	7	23	37	33	13
TMED7	224	1001	229	737	192	1023	170	4545	166	3988	171	1725	209	997	154	1877	237	1190
ENSG00000249021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248709	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
H3P24	1	0	1	0	0	1	0	1	1	1	1	1	3	0	0	4	2	0
RNU2-49P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDO1	1411	111	975	140	808	143	807	757	692	583	639	176	814	126	725	140	936	109
ATG12	3485	521	2607	448	2308	588	1950	3460	2044	2773	1818	777	2212	482	1596	729	2183	493
AP3S1	5874	1046	4502	882	3875	919	3764	4134	3958	2650	3282	1328	4057	691	2757	1151	2744	573
LINCADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVRN	10	16	4	15	2	7	3	44	1	35	5	25	5	16	2	20	12	15
DDX43P1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ARL14EPL	1	0	1	0	1	0	4	3	0	9	6	1	3	2	2	2	0	0
ENSG00000185641	293	36	149	24	175	25	230	69	215	42	196	14	192	18	160	11	268	13
ENSG00000272265	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000271918	26	42	12	38	27	6	12	183	15	175	14	42	20	33	25	92	17	74
COMMD10	255	165	172	110	114	134	156	1332	146	907	155	312	202	88	96	138	189	101
RNU6-644P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P27	0	1	2	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0
ENSG00000250015	0	1	0	0	0	1	0	3	0	10	0	2	4	2	0	5	0	1
SEMA6A	123	1407	68	1215	71	1189	78	3287	79	2341	70	2135	84	1626	68	2591	115	2304
SEMA6A-AS1	2	40	0	35	0	29	0	93	0	91	1	34	2	19	0	75	1	20
RPS14P8	182	25	121	28	120	36	163	560	106	353	113	88	150	49	69	59	89	21
SEMA6A-AS2	23	4	2	3	3	12	4	9	1	8	3	4	0	4	0	5	5	3
RPS17P2	7	0	8	2	6	1	9	10	8	1	7	0	14	0	6	1	7	0
LINC02214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000249150	0	1	0	2	0	1	0	2	1	2	0	1	0	1	1	8	7	0
ENSG00000250650	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000250949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00992	4	0	0	0	0	0	0	3	0	4	0	0	0	0	3	0	1	1
ENSG00000251477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P4	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LINC02208	5	0	1	0	4	0	1	3	2	0	6	0	15	0	0	0	4	2
LINC02148	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2
LINC02216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249426	4	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
DTWD2	120	234	107	220	94	151	90	379	121	260	83	122	108	211	60	289	86	207
PTMAP2	32	6	17	10	22	10	16	84	17	51	13	30	14	6	23	7	22	11
MIR1244-2	34	12	13	8	10	6	15	27	12	13	13	6	12	5	14	7	13	5
DMXL1-DT	1	2	7	1	3	1	1	11	8	10	3	1	9	4	9	9	12	4
RNU6-373P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMXL1	6796	710	5076	703	4033	650	3872	2345	3314	2018	3043	1351	3954	851	2531	1759	2730	655
SEPTIN7P10	0	0	0	2	0	2	0	4	0	2	0	3	0	2	0	2	0	0
LAMTOR3P2	2	0	0	2	0	0	0	3	0	3	0	3	0	1	0	4	0	2
RNU6-701P	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0
MIR5706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TNFAIP8	149	208	103	173	114	181	97	1173	95	885	74	317	103	174	67	295	146	135
RN7SL174P	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B4	305	1103	215	1109	165	1183	174	7684	155	5596	170	2273	204	823	115	2425	206	768
ENSG00000213663	2	0	1	0	0	0	0	0	0	1	0	0	1	0	3	1	2	0
FABP5P6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM170A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUBAP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000234259	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000251293	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU6-718P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261036	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PRR16	25	47	34	38	99	16	40	60	64	39	33	27	73	10	37	6	27	14
PRELID3BP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU4-69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248927	0	0	0	0	4	0	0	2	0	2	0	0	0	0	0	0	0	0
ENSG00000251135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248853	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229855	1	0	0	2	5	2	6	10	2	2	1	5	0	2	0	0	0	0
ENSG00000250847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000213661	0	0	0	0	2	0	1	2	0	1	1	0	1	2	1	1	1	0
ENSG00000249600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTMT	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SRFBP1	280	305	192	220	175	289	212	1303	202	755	176	461	223	395	136	403	244	351
LOX	95	821	62	681	52	699	23	9504	33	6140	20	6790	51	1131	14	1574	47	2022
ENSG00000247311	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF474	4	10	7	1	0	4	1	5	8	15	1	17	4	12	3	20	8	8
ENSG00000250803	0	4	0	0	1	0	7	1	1	3	2	3	0	2	0	0	0	0
ZNF474-AS1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000272139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNCAIP	31	192	50	136	62	122	27	428	29	337	15	160	38	276	38	358	36	386
ENSG00000249621	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000289054	0	0	0	4	0	6	0	9	0	2	0	2	0	4	0	7	0	5
ENSG00000249916	83	0	51	3	59	1	35	42	49	23	40	8	78	1	37	8	69	5
ENSG00000287794	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0
MGC32805	0	2	0	0	0	4	0	2	0	4	0	2	0	5	0	9	0	2
LINC02201	0	3	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0
ARGFXP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX2	598	841	432	730	465	907	431	10336	409	6928	419	2162	421	778	333	1733	548	573
ENSG00000260686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX24	527	230	511	215	382	200	389	1087	378	731	357	334	417	240	323	444	508	188
RN7SL689P	0	3	0	5	0	7	0	24	0	14	1	8	0	4	0	15	0	4
PPIC	1151	448	871	381	641	558	677	3194	656	1933	571	822	585	422	537	609	601	349
PPIC-AS1	2	4	4	0	7	8	2	14	0	13	1	1	14	2	1	4	0	7
RN7SL711P	0	3	3	1	0	0	0	0	0	1	0	0	0	3	0	0	0	4
ENSG00000223652	10	38	6	19	8	14	0	50	8	32	0	29	8	40	8	44	15	39
PRDM6	92	732	92	429	46	361	51	567	32	405	35	364	46	326	56	596	67	615
ENSG00000213655	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CEP120	204	338	144	273	181	308	98	1154	146	920	127	587	131	350	93	553	136	330
KRT8P33	0	49	2	34	0	35	2	133	4	91	1	75	0	87	3	173	0	221
HMGB3P17	1	0	1	0	2	3	2	3	2	5	1	2	1	0	1	6	0	0
ENSG00000279772	4	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0
ENSG00000288766	28	14	18	7	34	8	15	58	18	49	17	21	48	2	22	9	50	4
CSNK1G3	896	958	712	796	683	894	587	1950	648	1813	509	1229	602	1175	419	2112	676	1753
ENSG00000288890	2	30	1	15	2	23	0	127	0	95	1	22	6	24	8	14	2	7
KRT18P16	2	1	0	2	0	0	0	2	0	2	0	3	0	0	0	2	0	0
LINC01170	0	0	0	0	1	0	2	4	3	0	2	0	0	0	4	0	1	2
HMGB1P29	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000251421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250438	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248296	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSG00000289458	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	1	0
ZNF608	150	548	102	448	81	404	82	1120	104	894	78	524	99	602	94	810	119	989
ENSG00000249112	0	2	0	0	0	0	0	5	0	7	5	3	7	1	0	5	0	1
ENSG00000251456	0	0	0	3	0	5	0	1	0	0	0	5	0	0	0	0	0	0
ENSG00000242814	4	1	0	0	4	0	2	10	2	3	1	1	2	2	3	2	4	0
LINC02240	5	4	18	1	11	4	12	13	4	9	22	4	7	6	6	4	17	2
ENSG00000248443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250194	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HMGB1P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248752	0	0	5	0	0	0	2	0	5	0	0	0	2	0	2	0	0	0
RN7SKP117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000286111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD2B	232	130	269	123	270	120	291	330	308	225	192	144	242	83	155	169	330	82
ENSG00000250602	0	4	0	2	0	0	3	12	0	9	0	3	3	7	2	9	0	4
ENSG00000279118	2	5	3	10	2	11	15	9	2	15	6	8	5	2	0	11	2	4
ALDH7A1	338	872	215	811	255	945	221	6711	215	4941	158	1809	200	966	223	2261	232	775
RNU6-290P	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1
PHAX	4052	1540	2963	1099	2742	1430	2614	5418	2320	3440	2039	1548	2503	1071	1803	1211	2358	1054
ENSG00000230929	5	12	1	6	2	5	5	15	2	1	4	3	2	7	3	5	9	4
TEX43	11	2	2	6	0	2	3	3	4	7	6	1	5	3	1	7	9	1
BOLA3P3	4	1	4	0	5	0	3	3	6	1	2	0	2	1	3	0	2	0
HSPE1P10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LMNB1-DT	10	3	15	0	9	2	14	7	17	5	8	0	3	2	18	1	3	0
RNU6-752P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNB1	48	1583	54	985	55	1151	35	3748	53	2251	42	2265	40	1927	27	2781	64	3420
MARCHF3	131	154	129	97	105	119	92	760	106	487	66	202	80	112	65	172	68	123
C5orf63	113	106	127	86	97	79	78	833	98	532	78	226	98	159	110	269	119	121
ENSG00000279446	0	1	0	0	0	1	1	1	0	4	0	2	0	3	0	3	0	0
MRPS5P3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000250080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENOTP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250956	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0
ENSG00000283897	0	0	0	0	2	1	0	0	0	3	0	1	1	0	0	0	0	4
ENSG00000286615	4	11	11	1	3	3	9	18	5	26	6	11	18	2	3	4	13	2
MEGF10	3	158	5	120	2	137	8	567	10	497	1	453	8	360	4	534	3	634
ENSG00000249577	0	3	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0
ENSG00000271766	0	0	0	0	0	2	1	2	3	0	0	1	0	0	0	0	1	0
HNRNPKP1	0	7	2	9	13	14	1	29	1	19	1	22	4	10	1	19	9	24
PRRC1	462	708	406	696	379	683	371	4106	296	3780	307	1672	368	1571	267	2601	300	1105
ENSG00000282925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXN3	0	0	1	0	1	3	0	2	0	0	0	1	0	0	0	3	3	2
ENSG00000248799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC192	20	0	5	4	16	4	14	27	17	16	6	9	23	5	7	0	10	0
CUL1P1	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	3	0	0
ENSG00000250603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01184	431	205	294	144	295	138	238	656	250	342	245	278	276	187	235	180	276	141
SLC12A2	169	418	108	358	67	421	53	1908	95	1754	70	577	94	395	59	809	64	360
POGLUT2P1	0	2	0	0	0	1	0	0	0	4	0	6	0	1	0	2	4	16
FBN2	8	1665	26	1642	23	1423	22	4566	14	3319	13	3408	15	2655	24	4001	36	3383
SLC27A6	10	68	3	45	2	38	2	272	4	197	5	99	1	76	3	161	10	135
ENSG00000248634	7	0	4	0	4	0	3	1	4	0	3	0	1	0	0	0	0	0
ENSG00000288697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISOC1	705	701	583	648	431	630	404	4666	351	3188	501	1657	491	584	291	768	407	401
MIR4633	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
ENSG00000286274	0	3	0	1	0	0	3	2	2	2	0	0	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19-AS1	0	6	5	30	0	14	1	34	1	26	0	23	0	14	3	35	0	37
ADAMTS19	13	39	10	53	10	91	1	222	12	166	2	86	12	80	8	139	5	98
ENSG00000251680	5	6	3	5	0	3	4	51	0	17	0	4	0	5	1	8	3	2
MINAR2	22	2	0	0	13	2	9	1	3	4	0	2	1	0	0	2	2	3
CHSY3	5	31	1	3	1	4	0	45	4	44	2	13	0	8	2	6	14	7
RNU6ATAC10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA8P4	0	0	0	0	2	0	0	3	0	2	0	1	0	0	0	3	0	0
RNU7-53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2BPP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287390	14	1	13	0	0	0	2	2	4	0	10	0	4	0	0	1	14	0
ENSG00000244192	14	3	12	3	8	1	6	12	10	5	8	0	6	3	14	1	10	0
ENSG00000250405	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2
ENSG00000248955	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HINT1	21614	3811	14718	2658	14507	3666	13375	25604	12856	13407	11792	5702	14191	2605	10269	2340	14107	2176
LYRM7	364	895	243	836	282	1021	310	2438	243	1921	253	739	292	764	257	1052	351	736
CDC42SE2	357	424	313	384	251	345	240	1814	296	1473	255	749	259	629	167	1243	384	456
ENSG00000279370	2	7	0	0	5	1	0	6	2	7	0	1	5	1	0	7	2	0
RAPGEF6	47	188	54	169	50	141	43	464	46	399	39	218	40	123	53	274	41	118
ENSG00000273217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275939	0	1	0	4	0	2	0	13	0	5	0	3	0	2	0	4	0	2
FNIP1	3359	860	2312	804	1934	927	1830	3105	1772	2515	1249	1611	1910	1061	1770	1917	2200	1204
ACTBP4	0	0	0	6	1	2	1	11	0	3	0	8	0	0	0	3	0	11
ENSG00000279584	8	3	15	3	0	1	1	33	8	20	0	6	7	6	5	5	10	3
MEIKIN	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	0	1	0
ENSG00000281938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234758	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSL6	21	77	12	79	5	119	13	263	15	233	16	171	13	116	7	160	19	116
ACSL6-AS1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	4	0	1
ENSG00000231585	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
IL3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
CSF2	0	0	14	0	0	1	6	0	7	0	0	1	0	0	0	0	3	0
ENSG00000253067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000235775	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000224015	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
P4HA2-AS1	0	0	0	5	0	1	0	3	0	0	0	1	0	0	0	1	0	0
P4HA2	91	597	52	500	46	464	47	4660	10	3221	30	2036	33	1757	33	2698	38	1855
ENSG00000224431	0	5	0	9	0	16	0	36	0	36	0	33	0	18	0	19	0	4
MIR6830	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM4	1822	812	1415	449	1351	477	1249	1621	1093	834	1053	1119	991	753	817	970	982	966
SLC22A4	22	10	9	25	44	13	2	68	5	25	3	29	11	21	21	26	12	57
MIR3936HG	129	45	58	60	94	29	87	185	39	133	58	86	66	39	61	82	101	75
MIR3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A5	92	496	90	377	64	458	50	1601	63	1014	55	776	44	559	47	676	66	585
IRF1-AS1	105	74	88	48	99	61	128	164	145	93	107	72	97	68	93	74	123	74
ENSG00000283782	4	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
LINC02863	1	0	8	3	0	0	2	7	0	0	0	0	0	0	0	0	1	1
IRF1	164	288	140	141	96	220	110	559	102	369	67	288	88	189	73	295	135	186
IL5	22	2	9	4	8	0	22	13	21	20	14	8	14	0	9	0	13	1
RAD50	46	127	20	113	31	103	6	620	19	346	31	232	25	132	21	255	24	92
TH2LCRR	1	1	0	4	0	1	6	16	0	18	0	5	3	3	0	13	0	22
IL13	1	4	0	3	6	5	1	2	0	1	0	4	0	0	1	2	0	3
IL4	3	0	2	0	1	0	0	4	4	1	4	4	3	6	2	3	1	1
ENSG00000230612	3	3	0	12	0	2	2	22	0	22	1	11	1	13	0	12	3	10
KIF3A	298	590	220	493	222	583	156	2910	143	2017	171	927	198	530	146	911	199	500
CCNI2	6	43	10	64	20	19	21	140	7	133	32	57	14	52	7	96	22	55
SEPTIN8	259	2211	155	1557	145	1504	139	4860	166	3670	102	2911	123	2672	118	4278	120	4574
SOWAHA	46	99	31	46	34	97	21	201	17	143	33	66	21	42	22	55	49	43
ENSG00000272203	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM1	107	261	57	216	83	143	97	179	95	111	74	141	93	186	55	235	86	175
RNA5SP192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
