Geneid	D1	D1c	D2	D2c	D3	D3c	ND1	ND1c	ND2	ND2c	ND3	ND3c
GAPDHP24	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000223869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287008	0	0	0	0	0	0	0	0	0	0	0	0
KCNK2	0	1	0	0	0	0	0	2	0	5	0	0
VDAC1P10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282265	7	0	0	0	3	0	5	0	9	0	0	0
KCTD3	111	1014	179	739	126	950	119	825	137	848	101	643
USH2A	0	6	0	0	0	0	0	1	0	3	0	5
SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229242	0	0	0	0	0	0	0	0	0	0	0	0
USH2A-AS2	0	0	0	0	0	0	0	0	0	0	0	0
USH2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS18BP1	0	0	0	0	0	0	0	0	0	0	0	0
ESRRG	0	2	0	4	0	3	0	0	0	1	0	3
GPATCH2	340	463	323	317	387	444	184	448	233	378	116	378
SPATA17	60	120	74	59	70	74	25	57	54	41	47	44
SPATA17-AS1	0	0	0	0	0	0	0	0	0	0	0	0
UBBP2	0	1	0	0	0	1	1	0	0	0	0	1
LINC00210	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230714	0	0	0	0	0	0	0	0	0	0	0	0
LINC01653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286775	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-141P	0	0	0	0	0	0	0	0	0	0	0	0
RRP15	4169	598	4322	351	4470	511	1043	802	1352	752	953	585
ENSG00000229016	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223375	0	0	0	0	0	0	0	0	0	0	0	0
TGFB2-AS1	3	14	19	1	11	5	11	6	6	2	3	4
TGFB2	63	2695	34	1859	83	1635	51	846	51	776	53	611
TGFB2-OT1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02869	13	4	21	0	14	0	8	2	1	2	0	1
NXNP1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01710	0	0	0	0	0	0	0	0	0	0	0	0
LYPLAL1-DT	3	11	1	12	4	10	0	5	2	10	8	7
LYPLAL1	403	490	498	317	335	359	138	402	318	420	178	354
RIMKLBP2	0	2	2	2	0	2	0	1	0	0	0	0
ENSG00000223842	0	5	0	0	0	1	0	1	0	3	0	2
ENSG00000277007	0	1	0	0	0	0	0	1	0	3	0	2
ENSG00000287676	0	3	0	0	0	1	0	0	0	0	0	2
LYPLAL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238232	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H11B	0	1	0	2	0	0	0	4	0	1	0	2
SLC30A10	1	1	1	0	0	1	0	0	0	0	0	0
RNA5SP76	0	0	0	0	0	0	0	0	0	0	0	0
EPRS1	168	4684	219	2950	157	3761	211	4886	305	4683	134	4326
BPNT1	89	820	114	524	111	665	26	431	26	393	52	382
IARS2	408	3320	465	1990	447	1764	221	5841	225	5203	176	4825
MIR215	0	0	1	0	0	0	0	4	0	4	0	0
MIR194-1	0	0	0	0	0	1	0	2	0	1	0	0
RPS15AP12	108	3	99	0	117	4	45	6	103	9	72	5
RAB3GAP2	127	1171	226	721	164	924	120	1116	108	1131	74	1093
MIR664A	0	0	0	0	0	0	0	0	0	0	0	0
SNORA36B	0	0	6	0	0	0	0	0	0	0	0	0
SNX2P1	0	0	0	0	0	0	0	1	0	2	0	2
ENSG00000270708	0	1	0	0	0	0	0	0	0	0	0	0
MORF4L1P1	104	149	84	122	108	150	11	95	47	81	70	92
AURKAP1	0	0	0	0	0	1	0	2	0	0	0	1
XRCC6P3	0	0	0	0	0	0	0	0	0	2	0	1
ENSG00000232883	13	2	5	0	15	2	2	3	8	2	11	1
ENSG00000226927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234863	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3BP1	0	0	0	0	1	0	0	0	0	0	0	1
LINC02779	0	0	0	0	0	0	5	0	0	1	0	0
MARK1	15	74	14	48	26	54	0	82	0	107	7	138
RN7SL464P	0	0	0	0	0	0	0	0	0	0	0	0
HDAC1P2	0	1	0	1	0	2	0	5	0	7	0	3
C1orf115	9	40	5	28	6	35	2	42	0	35	1	22
MTARC2	34	143	21	77	36	93	10	127	7	169	45	216
MTARC1	48	171	106	102	109	97	20	256	53	310	12	300
ENSG00000286231	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC35P	0	0	0	0	1	0	0	2	0	0	0	1
ENSG00000276642	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272823	0	0	1	0	0	1	0	0	0	0	0	0
LINC01352	0	4	0	3	0	1	0	4	0	1	0	1
HLX-AS1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289142	0	0	3	0	1	0	0	0	0	0	0	0
HLX	0	24	0	19	6	26	0	2	3	4	3	6
ENSG00000226211	0	0	0	0	0	0	0	0	0	0	0	0
LINC02817	0	4	0	0	0	4	0	0	0	0	0	0
ENSG00000232436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286398	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227585	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286421	0	0	0	0	0	0	0	0	0	0	0	0
DUSP10	73	1208	34	769	70	809	19	329	54	313	27	332
LINC01655	1	7	0	5	0	3	15	1	5	2	0	2
RNU6-403P	0	0	0	3	0	6	0	1	0	1	0	3
LINC02257	17	17	8	1	11	10	30	10	10	6	13	12
LINC02474	176	168	145	98	161	128	53	162	118	157	41	173
LINC01705	0	0	0	0	1	0	2	0	0	0	0	0
ENSG00000236230	0	3	0	3	0	1	0	0	0	0	0	0
QRSL1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226643	0	2	0	0	1	0	0	0	1	0	0	0
CICP13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276997	0	7	0	2	0	7	0	11	0	9	2	15
RNU6-791P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267305	0	0	0	4	0	0	0	0	0	1	0	7
HHIPL2	0	24	0	17	2	28	0	118	0	112	0	136
TAF1A	104	310	106	156	101	194	18	489	21	479	34	448
TAF1A-AS1	162	138	159	76	239	94	35	58	91	52	50	49
MIA3	59	1223	79	874	134	980	70	1184	108	1118	54	1113
ENSG00000229399	2	1	13	0	8	0	21	3	6	3	0	1
ENSG00000272750	0	23	2	17	4	18	0	20	1	17	0	18
AIDA	51	199	106	138	74	110	13	104	29	152	19	131
BROX	1376	3358	1356	2259	1626	1969	589	2748	731	2513	418	2017
FAM177B	0	3	3	0	8	0	0	1	0	2	0	1
ENSG00000288824	3	1	4	0	3	1	0	1	2	0	3	0
ENSG00000287684	0	0	0	1	0	0	0	0	0	0	0	0
DISP1	1157	250	1138	146	1376	198	723	339	887	337	690	298
NDUFB1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287338	0	0	0	1	4	2	0	1	0	0	0	0
TLR5	64	101	77	40	69	43	9	70	12	48	2	66
ENSG00000236846	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226601	0	0	0	0	0	0	0	0	0	0	0	0
SUSD4	27	35	23	25	12	19	4	30	1	17	1	36
RNU4-57P	0	0	0	0	0	0	0	0	0	0	0	0
CCDC185	0	0	0	0	0	0	0	1	0	0	0	0
CAPN8	82	103	56	47	44	64	70	1481	99	1501	82	1820
SNRPEP10	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1248P	0	0	0	0	0	0	0	0	0	0	0	0
CAPN2	2284	11146	2539	6913	2502	6263	1187	12008	1962	12897	1609	13016
TP53BP2	66	1599	69	1018	87	1345	23	577	52	565	99	715
ENSG00000288999	317	21	399	9	397	14	125	3	142	5	119	10
PHBP11	0	1	3	1	4	1	0	2	0	2	0	4
ACTBP11	0	3	0	1	0	0	0	1	0	3	0	2
CICP5	0	0	0	0	0	0	0	2	0	0	0	0
GTF2IP20	14	148	19	78	9	118	6	139	22	190	11	177
RNU6-1319P	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN7P13	4	20	5	8	1	17	15	35	0	59	1	35
ENSG00000278467	0	1	0	2	0	0	0	1	0	2	0	4
ENSG00000229930	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP49	0	0	0	0	0	0	0	0	0	0	0	0
FBXO28	181	1510	196	995	285	702	128	906	69	915	73	780
ENSG00000236773	39	9	37	7	42	9	23	3	18	13	19	12
DEGS1	393	4000	490	2634	462	2192	206	820	252	744	134	680
ENSG00000232628	10	9	2	2	5	10	4	1	3	0	0	0
ENSG00000237101	7	2	8	3	4	2	3	2	0	0	1	3
NVL	553	681	508	387	609	429	190	638	194	584	253	614
MIR320B2	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000229742	0	0	0	0	0	1	0	0	0	1	0	0
RNU6-1008P	0	0	0	0	0	0	2	0	6	0	0	0
CNIH4	5439	1215	5697	758	6096	977	2343	1273	3127	1160	2390	1126
WDR26	157	1269	173	910	144	1209	54	960	188	907	81	893
MIR4742	0	1	0	0	0	0	0	0	0	0	0	0
CNIH3	57	124	44	62	30	88	46	520	86	518	42	573
AKR1B1P1	5	22	4	11	8	12	1	22	3	33	1	29
CNIH3-AS2	122	7	96	6	91	2	92	29	150	23	87	35
DNAJB6P6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286174	0	0	0	0	0	0	0	1	0	0	0	3
CNIH3-AS1	0	0	11	0	0	0	0	1	0	0	0	3
LINC02813	0	1	0	0	0	0	0	4	4	2	0	3
ENSG00000286719	3	0	0	0	4	0	0	0	0	0	0	0
DNAH14	1055	196	1132	120	1197	144	283	370	423	365	391	375
LBR	240	848	256	490	181	417	114	3499	105	3226	122	2852
LINC02765	13	3	23	2	15	0	9	13	46	14	9	13
ENSG00000282418	1	2	0	0	0	1	0	0	0	0	1	3
ENAH	828	1953	790	1314	659	1867	531	2494	589	2301	389	1981
ENSG00000289602	23	1	13	1	25	4	7	4	11	3	7	8
ENSG00000227496	19	85	17	64	8	54	10	9	3	14	21	4
ENSG00000226349	0	0	0	0	0	0	0	0	0	1	0	0
RNU6-1304P	0	0	0	0	0	0	0	0	0	0	0	0
SRP9	1362	3301	1647	2088	1583	2296	501	3839	742	3391	615	2626
ENSG00000234112	1	1	0	0	0	0	0	0	0	0	0	1
EPHX1	8	1066	15	604	13	909	1	617	27	564	1	642
ENSG00000242861	0	18	4	8	0	20	11	38	7	26	1	30
TMEM63A	23	646	6	407	5	504	6	1068	2	1009	26	1257
LEFTY1	8	0	0	0	0	2	0	1	0	0	0	1
ENSG00000255835	0	0	0	0	0	0	0	0	0	1	0	0
PYCR2	29	440	47	269	47	388	16	565	16	579	8	628
MIR6741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	0	0	1	0	0	0	0	0	0	0
LEFTY2	0	1	0	0	0	0	0	0	0	1	0	3
NDUFA3P3	0	0	0	0	0	0	0	0	0	0	0	0
SDE2	207	500	305	295	328	344	38	434	131	374	40	371
ENSG00000289341	3	52	5	40	0	43	1	1	0	2	0	7
H3-3A-DT	14	6	24	0	6	6	1	5	10	3	12	8
H3-3A	632	396	625	229	657	342	126	306	241	204	134	264
LINC01703	137	17	134	4	107	8	59	47	36	35	44	46
ENSG00000270598	0	0	0	0	1	0	0	0	0	0	0	0
ACBD3	218	865	178	558	184	949	57	390	216	379	73	364
ACBD3-AS1	0	4	6	1	11	6	0	2	0	0	0	1
ENSG00000223570	0	0	1	0	2	0	0	0	0	0	0	0
MIXL1	2	0	0	0	1	0	1	0	2	1	2	1
LIN9	61	267	117	126	85	126	13	362	48	373	20	325
YBX1P9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275406	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000289348	0	0	0	0	0	0	0	0	0	0	0	0
PARP1	102	2559	165	1542	111	1778	71	3886	67	3549	85	3193
ENSG00000270287	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP7	1	0	5	0	0	0	0	0	0	0	0	0
RN7SKP165	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIPNLP1	2	1	1	0	2	0	0	0	0	0	0	0
ENSG00000287627	0	0	0	0	0	0	0	0	0	0	0	0
STUM	0	0	0	0	0	0	0	0	0	0	0	0
ITPKB	6	187	1	98	5	151	11	312	22	324	1	354
ITPKB-IT1	0	1	0	0	0	0	0	0	0	0	0	1
ITPKB-AS1	0	0	0	0	0	0	0	0	0	0	0	1
RPS27P5	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000287259	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	6	25	6	17	2	19	2	72	14	56	5	84
ENSG00000288674	0	2	1	1	0	3	0	3	0	6	0	1
COQ8A	0	22	5	9	2	12	0	30	0	39	0	35
ENSG00000228525	0	0	0	0	0	0	0	0	0	0	0	1
CDC42BPA	42	776	44	517	23	669	63	650	71	583	26	664
ENSG00000233706	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287532	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000228625	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228729	0	0	0	1	0	0	0	0	0	3	0	0
ENSG00000236636	1	1	0	2	0	1	0	0	0	0	0	1
ENSG00000287525	0	1	0	2	0	2	0	0	0	1	0	2
LINC01641	1	0	0	0	0	0	0	0	0	0	0	0
NUCKS1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242757	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P9	3	0	1	0	2	0	1	0	1	1	0	0
ENSG00000237193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278180	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P10	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287205	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP77	0	0	0	0	0	0	0	0	0	0	0	0
ZNF678	33	103	43	52	37	52	9	152	4	111	17	116
FAM133FP	0	0	0	0	1	0	0	1	0	1	0	0
ZNF847P	0	0	4	0	0	0	0	0	0	0	0	0
SNAP47	160	1427	79	787	131	1113	53	1165	61	995	56	1109
JMJD4	5	262	24	161	12	321	29	238	73	181	14	260
SNAP47-AS1	0	0	0	1	0	1	0	5	0	1	0	1
ENSG00000286389	0	19	0	20	0	17	0	2	0	1	0	7
PRSS38	0	0	0	0	0	0	0	0	0	0	0	0
WNT9A	0	262	0	160	3	228	0	101	1	91	6	96
MIR5008	0	0	0	0	0	0	0	2	0	0	0	0
CICP26	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN14P17	0	0	0	0	0	0	0	0	0	0	0	0
WNT3A	0	3	0	6	3	1	2	1	0	8	1	6
LINC02809	0	1	0	1	0	4	0	6	0	7	0	2
ARF1	6782	16604	6599	10655	6155	12284	1868	12084	2211	11079	1762	12022
MIR3620	0	0	0	0	0	0	0	0	0	0	0	0
C1orf35	109	392	154	223	95	541	26	307	140	423	26	451
MRPL55	2581	833	2366	529	2529	1081	1423	707	2049	707	884	785
CIAO2AP2	1	0	1	1	0	1	2	3	0	1	1	7
ENSG00000287895	3	3	0	1	0	3	0	3	0	7	0	0
ENSG00000280157	7	2	9	0	5	1	8	3	11	5	5	4
ENSG00000227625	0	0	2	0	0	0	0	0	3	0	0	0
GUK1	13219	3617	12949	2285	14702	3799	4156	1575	9252	1996	5419	2724
GJC2	0	2	0	1	0	0	0	0	1	0	0	0
IBA57-DT	9	0	6	0	6	0	0	0	4	0	0	1
IBA57	11	201	19	103	10	156	12	181	42	185	14	185
OBSCN-AS1	11	20	12	17	0	17	0	6	0	22	7	16
OBSCN	9	175	11	154	22	228	18	251	8	328	27	454
ENSG00000269934	0	0	0	0	0	4	0	4	0	10	0	11
ENSG00000270110	0	2	0	2	0	4	0	5	0	6	0	14
ENSG00000286773	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000287315	0	23	0	28	0	21	1	34	0	38	0	39
ENSG00000270104	8	0	6	1	0	3	0	1	0	0	0	2
TRIM11	23	1202	27	767	10	1038	54	602	27	845	5	1260
ENSG00000270094	0	0	0	0	0	0	0	0	0	0	0	0
MIR6742	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231563	3	10	2	6	10	10	1	7	7	4	7	9
TRIM17	1	106	0	66	2	137	40	70	0	109	1	102
H3-4	0	0	0	0	0	1	0	0	0	0	0	2
H2AW	16	133	31	95	58	110	13	80	57	55	37	74
RPL23AP15	0	0	0	0	0	1	0	0	0	0	0	0
H2BU1	0	3	0	3	1	4	0	1	0	0	0	0
MIR4666A	0	0	0	0	0	0	0	0	0	0	0	0
H2BU2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279306	2	1	0	1	1	1	0	0	4	2	0	1
RNF187	41	2702	28	1609	41	2363	54	345	73	402	74	1231
BTNL10	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP19	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP162	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S3	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S4	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S5	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S6	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S7	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S8	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S9	7	0	7	0	10	0	3	0	0	0	0	0
RNA5S10	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S11	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S12	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S13	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S14	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S15	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S16	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S17	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP18	0	0	0	0	0	0	0	0	0	0	0	0
DUSP5P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206878	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P2	22	9	18	5	20	8	1	4	13	9	17	7
RHOU	0	1	0	1	2	0	0	0	0	0	0	0
ENSG00000271475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271399	0	0	0	0	0	0	0	0	0	0	0	0
LINC02815	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02814	5	2	2	0	0	0	0	0	0	0	0	0
ENSG00000233920	2	0	2	0	5	0	0	0	0	0	0	0
TMEM78	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000177788	32	146	30	83	29	92	3	72	0	62	6	64
RAB4A	1130	921	1259	564	1481	587	169	153	292	214	284	315
ENSG00000237481	0	0	0	0	0	1	0	0	0	0	0	1
CCSAP	35	105	56	63	49	101	32	124	9	118	23	107
RNU6-180P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288862	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230331	1	0	0	0	0	0	0	0	0	0	0	0
ACTA1	5	3	14	6	10	4	0	1	0	3	1	2
NUP133	117	1067	110	616	110	655	66	1148	74	1229	61	1100
ENSG00000226920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223635	87	1	72	0	115	0	11	0	28	0	27	0
ABCB10	30	65	29	38	31	66	31	142	48	149	38	89
RNU4-21P	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP78	0	0	0	0	0	0	0	0	0	1	4	1
HMGN2P19	0	0	0	0	0	0	0	0	0	0	0	0
TAF5L	50	96	51	47	56	121	18	112	51	136	9	110
URB2	12	289	17	167	14	185	3	486	11	574	16	516
ENSG00000213028	0	0	0	0	0	0	0	0	0	0	0	4
HMGB1P26	0	1	0	2	3	0	0	3	2	0	4	0
LINC01682	0	0	0	0	0	1	0	0	0	0	0	0
LINC01736	0	0	0	0	0	0	0	0	0	0	0	0
GALNT2	102	3973	140	2396	203	2973	31	2358	74	2294	39	2584
ENSG00000227006	0	1	0	1	1	0	0	3	0	6	0	3
ENSG00000224407	0	0	0	0	0	0	0	0	0	0	0	0
PGBD5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282564	0	0	0	0	0	0	0	0	0	0	0	0
LINC01737	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235817	0	0	0	0	0	0	0	0	0	0	0	0
COG2	23	616	15	331	9	280	7	677	56	536	2	623
AGT	0	16	7	7	2	10	0	9	0	17	0	15
ENSG00000244137	0	0	7	1	0	3	0	0	0	0	0	0
CAPN9	0	1	0	2	0	5	0	0	0	1	0	0
RNA5SP79	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225656	0	0	0	0	0	0	0	0	0	0	0	0
C1orf198	114	1740	179	1134	162	1030	63	861	102	931	68	1029
ENSG00000223393	0	3	0	6	4	5	0	0	0	4	0	1
ENSG00000288037	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000287395	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL837P	0	0	0	0	0	0	0	0	0	0	0	0
TTC13	52	189	44	114	36	90	33	243	105	323	19	297
ARV1	487	339	493	242	473	238	155	354	146	316	151	302
FAM89A	9	1	0	4	4	1	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227934	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000229595	0	0	0	0	0	0	0	0	0	1	0	0
TRIM67	0	3	0	3	0	0	0	0	0	0	0	0
TRIM67-AS1	0	0	0	0	0	0	0	0	0	0	0	0
C1orf131	1041	450	1008	267	992	378	488	471	611	438	443	359
GNPAT	289	796	334	558	377	524	102	1006	164	916	166	887
RNA5SP80	0	0	0	0	0	0	0	0	0	0	0	0
EXOC8	26	633	23	389	19	536	13	375	43	379	36	395
SPRTN	141	523	166	261	122	267	93	430	70	396	47	333
ENSG00000287450	0	1	0	0	0	2	0	0	0	0	0	0
EGLN1	21	81	15	94	17	134	17	22	4	19	7	31
ENSG00000287856	0	0	7	0	3	0	0	0	0	0	0	0
SNRPD2P2	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000233461	2786	114	2778	100	2712	115	1187	112	1591	106	1114	83
TSNAX	143	782	159	523	170	671	51	679	132	619	69	492
TSNAX-DISC1	0	4	1	1	0	0	0	0	0	1	0	2
LINC00582	0	1	0	0	0	0	0	0	0	1	0	0
DISC1	4	188	4	112	0	167	0	78	0	62	0	107
RNU5A-5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286071	0	5	0	1	0	2	0	6	0	4	0	6
ENSG00000274121	0	0	0	0	0	0	0	0	0	0	0	0
DISC1-IT1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235152	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000236372	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224436	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL299P	0	0	0	0	0	0	0	0	0	0	0	0
SIPA1L2	5	28	22	27	9	30	7	48	0	31	16	53
RNU6-1211P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01745	0	0	0	0	0	0	0	0	0	0	0	0
LINC01744	0	0	0	0	0	0	0	0	0	0	0	0
MAP10	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-74P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232175	0	0	0	0	0	0	0	0	0	0	0	0
NTPCR	1835	847	2115	482	2086	686	640	757	1184	743	718	704
PCNX2	31	211	69	158	49	261	32	277	41	264	55	310
RPS7P3	388	14	398	10	442	18	113	26	124	21	109	8
ENSG00000251508	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K21	46	339	38	205	24	242	27	439	37	544	20	746
RNU4-77P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287423	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000289305	0	1	0	0	4	3	0	1	0	1	0	1
KCNK1	713	2024	783	1217	624	1701	380	1184	579	1002	262	982
MIR4427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286109	0	0	0	0	5	1	0	0	0	0	0	0
ENSG00000225486	8	3	22	3	28	4	8	3	10	6	3	3
ENSG00000286666	2	0	1	0	2	0	0	0	0	0	0	0
ENSG00000287921	0	4	0	0	0	0	0	1	0	3	0	0
SLC35F3	11	83	24	47	43	66	4	28	8	34	13	38
RAC1P7	0	0	0	1	0	0	0	0	0	3	0	0
ENSG00000233332	0	1	0	2	0	0	0	1	0	0	0	5
ENSG00000231272	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F3-AS1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232166	0	0	0	0	1	0	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235605	11	2	22	1	18	1	11	1	23	4	10	3
ENSG00000236358	0	0	0	0	3	0	0	0	0	2	0	3
ENSG00000273367	2	2	0	0	0	5	0	3	0	1	0	1
COA6-AS1	448	30	594	18	553	27	143	29	192	18	158	32
COA6	11959	606	12565	359	13064	562	4203	986	6294	810	4449	739
TARBP1	114	362	121	202	120	251	37	895	110	1013	96	865
LINC01354	0	0	0	1	0	0	0	1	11	0	0	0
ENSG00000288760	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286210	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287633	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230404	0	0	0	0	1	0	0	0	0	0	0	0
U8	0	1	0	0	0	2	0	7	0	7	0	2
ENSG00000289057	8	0	2	2	0	3	0	4	0	4	1	0
IRF2BP2	79	1164	116	679	42	1334	82	1204	80	1138	31	1242
ENSG00000228830	0	0	0	0	0	0	0	0	0	0	0	0
LINC00184	0	6	3	0	5	1	0	3	0	2	0	4
ENSG00000272362	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228044	233	59	234	36	291	40	73	215	118	235	121	232
ENSG00000241475	52	23	84	26	64	36	28	119	47	105	28	115
ENSG00000230628	0	2	0	2	0	1	0	13	0	23	0	25
ENSG00000282097	0	0	0	1	0	1	0	0	0	2	0	1
LINC01132	2	18	3	16	12	16	0	25	0	17	0	16
PP2672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289377	0	1	2	0	6	0	0	0	0	0	4	1
ENSG00000286263	3	5	8	0	14	2	0	10	17	6	3	3
RNY4P16	5	0	1	0	1	0	0	0	0	0	0	0
RN7SL668P	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000237520	6	1	0	0	1	0	1	0	0	0	0	4
ENSG00000238005	15	24	25	12	26	18	12	40	50	25	1	30
ENSG00000258082	1	15	7	6	0	12	0	7	3	7	0	8
LINC01348	0	33	2	30	5	26	1	100	0	99	1	106
ENSG00000233018	20	2	5	0	9	0	13	0	0	0	2	0
ENSG00000273416	36	7	33	5	60	8	6	14	0	10	7	15
TOMM20	8101	3836	8360	2602	7824	2881	3514	4456	5046	3825	3597	3576
SNORA14B	126	2	115	1	101	5	19	2	73	3	53	2
RBM34	29	47	64	32	51	44	20	31	29	45	15	40
